0.003333 0.003333 0.001114 0.003322
0.003333 0.010000 0.001113 0.003321
0.003333 0.016667 0.001111 0.003318
0.003333 0.023333 0.001110 0.003313
0.003333 0.030000 0.001107 0.003307
0.003333 0.036667 0.001105 0.003300
0.003333 0.043333 0.001101 0.003291
0.003333 0.050000 0.001098 0.003281
0.003333 0.056667 0.001093 0.003270
0.003333 0.063333 0.001088 0.003257
0.003333 0.070000 0.001081 0.003242
0.003333 0.076667 0.001076 0.003226
0.003333 0.083333 0.001070 0.003209
0.003333 0.090000 0.001064 0.003190
0.003333 0.096667 0.001057 0.003170
0.003333 0.103333 0.001050 0.003149
0.003333 0.110000 0.001041 0.003126
0.003333 0.116667 0.001032 0.003102
0.003333 0.123333 0.001023 0.003076
0.003333 0.130000 0.001014 0.003049
0.003333 0.136667 0.001004 0.003021
0.003333 0.143333 0.000995 0.002991
0.003333 0.150000 0.000984 0.002960
0.003333 0.156667 0.000974 0.002928
0.003333 0.163333 0.000962 0.002894
0.003333 0.170000 0.000950 0.002860
0.003333 0.176667 0.000937 0.002824
0.003333 0.183333 0.000925 0.002786
0.003333 0.190000 0.000912 0.002748
0.003333 0.196667 0.000899 0.002708
0.003333 0.203333 0.000886 0.002667
0.003333 0.210000 0.000872 0.002625
0.003333 0.216667 0.000857 0.002582
0.003333 0.223333 0.000842 0.002538
0.003333 0.230000 0.000826 0.002492
0.003333 0.236667 0.000811 0.002445
0.003333 0.243333 0.000795 0.002398
0.003333 0.250000 0.000779 0.002349
0.003333 0.256667 0.000763 0.002299
0.003333 0.263333 0.000746 0.002249
0.003333 0.270000 0.000728 0.002197
0.003333 0.276667 0.000711 0.002144
0.003333 0.283333 0.000692 0.002091
0.003333 0.290000 0.000675 0.002036
0.003333 0.296667 0.000656 0.001981
0.003333 0.303333 0.000638 0.001925
0.003333 0.310000 0.000619 0.001867
0.003333 0.316667 0.000600 0.001809
0.003333 0.323333 0.000580 0.001751
0.003333 0.330000 0.000560 0.001691
0.003333 0.336667 0.000540 0.001631
0.003333 0.343333 0.000520 0.001570
0.003333 0.350000 0.000499 0.001508
0.003333 0.356667 0.000479 0.001446
0.003333 0.363333 0.000458 0.001383
0.003333 0.370000 0.000437 0.001319
0.003333 0.376667 0.000416 0.001255
0.003333 0.383333 0.000394 0.001191
0.003333 0.390000 0.000372 0.001125
0.003333 0.396667 0.000351 0.001060
0.003333 0.403333 0.000329 0.000993
0.003333 0.410000 0.000307 0.000927
0.003333 0.416667 0.000285 0.000860
0.003333 0.423333 0.000263 0.000792
0.003333 0.430000 0.000240 0.000725
0.003333 0.436667 0.000218 0.000657
0.003333 0.443333 0.000195 0.000588
0.003333 0.450000 0.000172 0.000520
0.003333 0.456667 0.000149 0.000451
0.003333 0.463333 0.000127 0.000382
0.003333 0.470000 0.000104 0.000313
0.003333 0.476667 0.000081 0.000243
0.003333 0.483333 0.000058 0.000174
0.003333 0.490000 0.000035 0.000104
0.003333 0.496667 0.000012 0.000035
0.010000 0.003333 0.003255 0.009899
0.010000 0.010000 0.003250 0.009895
0.010000 0.016667 0.003248 0.009886
0.010000 0.023333 0.003240 0.009873
0.010000 0.030000 0.003237 0.009856
0.010000 0.036667 0.003228 0.009834
0.010000 0.043333 0.003219 0.009808
0.010000 0.050000 0.003206 0.009778
0.010000 0.056667 0.003193 0.009744
0.010000 0.063333 0.003175 0.009705
0.010000 0.070000 0.003161 0.009662
0.010000 0.076667 0.003142 0.009614
0.010000 0.083333 0.003128 0.009563
0.010000 0.090000 0.003108 0.009507
0.010000 0.096667 0.003089 0.009447
0.010000 0.103333 0.003066 0.009383
0.010000 0.110000 0.003042 0.009315
0.010000 0.116667 0.003014 0.009242
0.010000 0.123333 0.002989 0.009166
0.010000 0.130000 0.002960 0.009086
0.010000 0.136667 0.002936 0.009001
0.010000 0.143333 0.002906 0.008913
0.010000 0.150000 0.002877 0.008821
0.010000 0.156667 0.002844 0.008725
0.010000 0.163333 0.002810 0.008625
0.010000 0.170000 0.002773 0.008521
0.010000 0.176667 0.002738 0.008414
0.010000 0.183333 0.002700 0.008303
0.010000 0.190000 0.002666 0.008188
0.010000 0.196667 0.002627 0.008070
0.010000 0.203333 0.002588 0.007948
0.010000 0.210000 0.002546 0.007823
0.010000 0.216667 0.002503 0.007694
0.010000 0.223333 0.002457 0.007562
0.010000 0.230000 0.002414 0.007426
0.010000 0.236667 0.002367 0.007287
0.010000 0.243333 0.002323 0.007145
0.010000 0.250000 0.002276 0.007000
0.010000 0.256667 0.002229 0.006852
0.010000 0.263333 0.002178 0.006701
0.010000 0.270000 0.002128 0.006547
0.010000 0.276667 0.002075 0.006390
0.010000 0.283333 0.002023 0.006230
0.010000 0.290000 0.001969 0.006068
0.010000 0.296667 0.001918 0.005903
0.010000 0.303333 0.001863 0.005735
0.010000 0.310000 0.001809 0.005565
0.010000 0.316667 0.001752 0.005392
0.010000 0.323333 0.001695 0.005217
0.010000 0.330000 0.001635 0.005040
0.010000 0.336667 0.001578 0.004860
0.010000 0.343333 0.001518 0.004678
0.010000 0.350000 0.001460 0.004495
0.010000 0.356667 0.001399 0.004309
0.010000 0.363333 0.001339 0.004121
0.010000 0.370000 0.001277 0.003932
0.010000 0.376667 0.001215 0.003741
0.010000 0.383333 0.001151 0.003548
0.010000 0.390000 0.001088 0.003354
0.010000 0.396667 0.001024 0.003158
