X    Y    T
28.2828    26.7677    104.6881
28.2828    27.2727    107.5581
28.2828    27.7778    110.5042
28.2828    28.2828    113.5271
28.2828    28.7879    116.6273
28.2828    29.2929    119.8054
28.2828    29.7980    123.0616
28.2828    30.3030    126.3962
28.2828    30.8081    129.8093
28.2828    31.3131    133.3010
28.2828    31.8182    136.8711
28.2828    32.3232    140.5193
28.2828    32.8283    144.2452
28.2828    33.3333    148.0482
28.2828    33.8384    151.9275
28.2828    34.3434    155.8821
28.2828    34.8485    159.9110
28.2828    35.3535    164.0128
28.2828    35.8586    168.1859
28.2828    36.3636    172.4286
28.2828    36.8687    176.7389
28.2828    37.3737    181.1145
28.2828    37.8788    185.5530
28.2828    38.3838    190.0516
28.2828    38.8889    194.6074
28.2828    39.3939    199.2170
28.2828    39.8990    203.8769
28.2828    40.4040    208.5834
28.2828    40.9091    213.3324
28.2828    41.4141    218.1194
28.2828    41.9192    222.9399
28.2828    42.4242    227.7890
28.2828    42.9293    232.6616
28.2828    43.4343    237.5522
28.2828    43.9394    242.4552
28.2828    44.4444    247.3649
28.2828    44.9495    252.2750
28.2828    45.4545    257.1796
28.2828    45.9596    262.0722
28.2828    46.4646    266.9464
28.2828    46.9697    271.7956
28.2828    47.4747    276.6133
28.2828    47.9798    281.3929
28.2828    48.4848    286.1278
28.2828    48.9899    290.8115
28.2828    49.4949    295.4377
28.2828    50.0000    300.0000
28.7879    0.0000    29.0000
28.7879    0.5051    29.6415
28.7879    1.0101    30.2937
28.7879    1.5152    30.9573
28.7879    2.0202    31.6333
28.7879    2.5253    32.3226
28.7879    3.0303    33.0260
28.7879    3.5354    33.7445
28.7879    4.0404    34.4790
28.7879    4.5455    35.2306
28.7879    5.0505    36.0003
28.7879    5.5556    36.7891
28.7879    6.0606    37.5980
28.7879    6.5657    38.4281
28.7879    7.0707    39.2807
28.7879    7.5758    40.1567
28.7879    8.0808    41.0574
28.7879    8.5859    41.9840
28.7879    9.0909    42.9377
28.7879    9.5960    43.9197
28.7879    10.1010    44.9313
28.7879    10.6061    45.9737
28.7879    11.1111    47.0484
28.7879    11.6162    48.1567
28.7879    12.1212    49.2998
28.7879    12.6263    50.4792
28.7879    13.1313    51.6963
28.7879    13.6364    52.9526
28.7879    14.1414    54.2493
28.7879    14.6465    55.5881
28.7879    15.1515    56.9704
28.7879    15.6566    58.3976
28.7879    16.1616    59.8712
28.7879    16.6667    61.3928
28.7879    17.1717    62.9638
28.7879    17.6768    64.5857
28.7879    18.1818    66.2600
28.7879    18.6869    67.9883
28.7879    19.1919    69.7720
28.7879    19.6970    71.6126
28.7879    20.2020    73.5115
28.7879    20.7071    75.4702
28.7879    21.2121    77.4902
28.7879    21.7172    79.5729
28.7879    22.2222    81.7196
28.7879    22.7273    83.9317
28.7879    23.2323    86.2105
28.7879    23.7374    88.5573
28.7879    24.2424    90.9734
28.7879    24.7475    93.4598
28.7879    25.2525    96.0178
28.7879    25.7576    98.6484
28.7879    26.2626    101.3527
28.7879    26.7677    104.1316
28.7879    27.2727    106.9860
28.7879    27.7778    109.9167
28.7879    28.2828    112.9244
28.7879    28.7879    116.0097
28.7879    29.2929    119.1733
28.7879    29.7980    122.4154
28.7879    30.3030    125.7365
28.7879    30.8081    129.1368
28.7879    31.3131    132.6163
28.7879    31.8182    136.1749
28.7879    32.3232    139.8126
28.7879    32.8283    143.5289
28.7879    33.3333    147.3234
28.7879    33.8384    151.1954
28.7879    34.3434    155.1440
28.7879    34.8485    159.1683
28.7879    35.3535    163.2669
28.7879    35.8586    167.4384
28.7879    36.3636    171.6812
28.7879    36.8687    175.9934
28.7879    37.3737    180.3728
28.7879    37.8788    184.8170
28.7879    38.3838    189.3234
28.7879    38.8889    193.8891
28.7879    39.3939    198.5108
28.7879    39.8990    203.1851
28.7879    40.4040    207.9083
28.7879    40.9091    212.6762
28.7879    41.4141    217.4845
28.7879    41.9192    222.3287
28.7879    42.4242    227.2037
28.7879    42.9293    232.1044
28.7879    43.4343    237.0253
28.7879    43.9394    241.9608
28.7879    44.4444    246.9048
28.7879    44.9495    251.8513
28.7879    45.4545    256.7939
28.7879    45.9596    261.7260
28.7879    46.4646    266.6410
28.7879    46.9697    271.5323
28.7879    47.4747    276.3929
28.7879    47.9798    281.2162
28.7879    48.4848    285.9952
28.7879    48.9899    290.7232
28.7879    49.4949    295.3937
28.7879    50.0000    300.0000
29.2929    0.0000    29.0000
29.2929    0.5051    29.6357
29.2929    1.0101    30.2820
29.2929    1.5152    30.9396
29.2929    2.0202    31.6094
29.2929    2.5253    32.2923
29.2929    3.0303    32.9892
29.2929    3.5354    33.7011
29.2929    4.0404    34.4288
29.2929    4.5455    35.1735
29.2929    5.0505    35.9360
29.2929    5.5556    36.7174
29.2929    6.0606    37.5187
29.2929    6.5657    38.3412
29.2929    7.0707    39.1857
29.2929    7.5758    40.0536
29.2929    8.0808    40.9458
29.2929    8.5859    41.8637
29.2929    9.0909    42.8084
29.2929    9.5960    43.7812
29.2929    10.1010    44.7833
29.2929    10.6061    45.8160
29.2929    11.1111    46.8807
29.2929    11.6162    47.9785
29.2929    12.1212    49.1110
29.2929    12.6263    50.2794
29.2929    13.1313    51.4852
29.2929    13.6364    52.7298
29.2929    14.1414    54.0147
29.2929    14.6465    55.3411
29.2929    15.1515    56.7107
29.2929    15.6566    58.1249
29.2929    16.1616    59.5852
29.2929    16.6667    61.0930
29.2929    17.1717    62.6500
29.2929    17.6768    64.2575
29.2929    18.1818    65.9170
29.2929    18.6869    67.6302
29.2929    19.1919    69.3984
29.2929    19.6970    71.2232
29.2929    20.2020    73.1060
29.2929    20.7071    75.0484
29.2929    21.2121    77.0517
29.2929    21.7172    79.1173
29.2929    22.2222    81.2468
29.2929    22.7273    83.4414
29.2929    23.2323    85.7025
29.2929    23.7374    88.0315
29.2929    24.2424    90.4295
29.2929    24.7475    92.8978
29.2929    25.2525    95.4376
29.2929    25.7576    98.0501
29.2929    26.2626    100.7362
29.2929    26.7677    103.4970
29.2929    27.2727    106.3334
29.2929    27.7778    109.2464
29.2929    28.2828    112.2366
29.2929    28.7879    115.3048
29.2929    29.2929    118.4516
29.2929    29.7980    121.6776
29.2929    30.3030    124.9830
29.2929    30.8081    128.3684
29.2929    31.3131    131.8337
29.2929    31.8182    135.3791
29.2929    32.3232    139.0045
29.2929    32.8283    142.7096
29.2929    33.3333    146.4941
29.2929    33.8384    150.3575
29.2929    34.3434    154.2989
29.2929    34.8485    158.3175
29.2929    35.3535    162.4122
29.2929    35.8586    166.5816
29.2929    36.3636    170.8242
29.2929    36.8687    175.1382
29.2929    37.3737    179.5216
29.2929    37.8788    183.9721
29.2929    38.3838    188.4871
29.2929    38.8889    193.0638
29.2929    39.3939    197.6991
29.2929    39.8990    202.3896
29.2929    40.4040    207.1316
29.2929    40.9091    211.9210
29.2929    41.4141    216.7536
29.2929    41.9192    221.6246
29.2929    42.4242    226.5292
29.2929    42.9293    231.4621
29.2929    43.4343    236.4178
29.2929    43.9394    241.3904
29.2929    44.4444    246.3740
29.2929    44.9495    251.3622
29.2929    45.4545    256.3484
29.2929    45.9596    261.3261
29.2929    46.4646    266.2882
29.2929    46.9697    271.2280
29.2929    47.4747    276.1382
29.2929    47.9798    281.0119
29.2929    48.4848    285.8418
29.2929    48.9899    290.6211
29.2929    49.4949    295.3428
29.2929    50.0000    300.0000
29.7980    0.0000    29.0000
29.7980    0.5051    29.6292
29.7980    1.0101    30.2688
29.7980    1.5152    30.9196
29.7980    2.0202    31.5825
29.7980    2.5253    32.2584
29.7980    3.0303    32.9480
29.7980    3.5354    33.6525
29.7980    4.0404    34.3726
29.7980    4.5455    35.1094
29.7980    5.0505    35.8639
29.7980    5.5556    36.6371
29.7980    6.0606    37.4300
29.7980    6.5657    38.2437
29.7980    7.0707    39.0794
29.7980    7.5758    39.9380
29.7980    8.0808    40.8208
29.7980    8.5859    41.7290
29.7980    9.0909    42.6637
29.7980    9.5960    43.6262
29.7980    10.1010    44.6177
29.7980    10.6061    45.6394
29.7980    11.1111    46.6928
29.7980    11.6162    47.7791
29.7980    12.1212    48.8996
29.7980    12.6263    50.0557
29.7980    13.1313    51.2489
29.7980    13.6364    52.4804
29.7980    14.1414    53.7518
29.7980    14.6465    55.0645
29.7980    15.1515    56.4199
29.7980    15.6566    57.8196
29.7980    16.1616    59.2649
29.7980    16.6667    60.7574
29.7980    17.1717    62.2985
29.7980    17.6768    63.8898
29.7980    18.1818    65.5329
29.7980    18.6869    67.2291
29.7980    19.1919    68.9799
29.7980    19.6970    70.7870
29.7980    20.2020    72.6518
29.7980    20.7071    74.5757
29.7980    21.2121    76.5602
29.7980    21.7172    78.6068
29.7980    22.2222    80.7168
29.7980    22.7273    82.8918
29.7980    23.2323    85.1330
29.7980    23.7374    87.4419
29.7980    24.2424    89.8196
29.7980    24.7475    92.2675
29.7980    25.2525    94.7868
29.7980    25.7576    97.3787
29.7980    26.2626    100.0443
29.7980    26.7677    102.7847
29.7980    27.2727    105.6008
29.7980    27.7778    108.4937
29.7980    28.2828    111.4641
29.7980    28.7879    114.5129
29.7980    29.2929    117.6407
29.7980    29.7980    120.8482
29.7980    30.3030    124.1359
29.7980    30.8081    127.5042
29.7980    31.3131    130.9533
29.7980    31.8182    134.4835
29.7980    32.3232    138.0948
29.7980    32.8283    141.7870
29.7980    33.3333    145.5600
29.7980    33.8384    149.4132
29.7980    34.3434    153.3462
29.7980    34.8485    157.3581
29.7980    35.3535    161.4479
29.7980    35.8586    165.6145
29.7980    36.3636    169.8564
29.7980    36.8687    174.1721
29.7980    37.3737    178.5595
29.7980    37.8788    183.0166
29.7980    38.3838    187.5409
29.7980    38.8889    192.1297
29.7980    39.3939    196.7800
29.7980    39.8990    201.4884
29.7980    40.4040    206.2513
29.7980    40.9091    211.0647
29.7980    41.4141    215.9243
29.7980    41.9192    220.8255
29.7980    42.4242    225.7633
29.7980    42.9293    230.7324
29.7980    43.4343    235.7273
29.7980    43.9394    240.7419
29.7980    44.4444    245.7702
29.7980    44.9495    250.8056
29.7980    45.4545    255.8414
29.7980    45.9596    260.8707
29.7980    46.4646    265.8865
29.7980    46.9697    270.8813
29.7980    47.4747    275.8480
29.7980    47.9798    280.7790
29.7980    48.4848    285.6671
29.7980    48.9899    290.5047
29.7980    49.4949    295.2847
29.7980    50.0000    300.0000
30.3030    0.0000    29.0000
30.3030    0.5051    29.6220
30.3030    1.0101    30.2543
30.3030    1.5152    30.8976
30.3030    2.0202    31.5529
30.3030    2.5253    32.2209
30.3030    3.0303    32.9025
30.3030    3.5354    33.5987
30.3030    4.0404    34.3105
30.3030    4.5455    35.0386
30.3030    5.0505    35.7843
30.3030    5.5556    36.5484
30.3030    6.0606    37.3319
30.3030    6.5657    38.1361
30.3030    7.0707    38.9618
30.3030    7.5758    39.8103
30.3030    8.0808    40.6827
30.3030    8.5859    41.5801
30.3030    9.0909    42.5037
30.3030    9.5960    43.4548
30.3030    10.1010    44.4345
30.3030    10.6061    45.4442
30.3030    11.1111    46.4851
30.3030    11.6162    47.5586
30.3030    12.1212    48.6659
30.3030    12.6263    49.8085
30.3030    13.1313    50.9876
30.3030    13.6364    52.2048
30.3030    14.1414    53.4614
30.3030    14.6465    54.7588
30.3030    15.1515    56.0985
30.3030    15.6566    57.4820
30.3030    16.1616    58.9108
30.3030    16.6667    60.3862
30.3030    17.1717    61.9100
30.3030    17.6768    63.4834
30.3030    18.1818    65.1081
30.3030    18.6869    66.7855
30.3030    19.1919    68.5172
30.3030    19.6970    70.3046
30.3030    20.2020    72.1493
30.3030    20.7071    74.0528
30.3030    21.2121    76.0165
30.3030    21.7172    78.0419
30.3030    22.2222    80.1305
30.3030    22.7273    82.2836
30.3030    23.2323    84.5027
30.3030    23.7374    86.7892
30.3030    24.2424    89.1444
30.3030    24.7475    91.5696
30.3030    25.2525    94.0661
30.3030    25.7576    96.6351
30.3030    26.2626    99.2778
30.3030    26.7677    101.9954
30.3030    27.2727    104.7888
30.3030    27.7778    107.6592
30.3030    28.2828    110.6074
30.3030    28.7879    113.6344
30.3030    29.2929    116.7410
30.3030    29.7980    119.9277
30.3030    30.3030    123.1954
30.3030    30.8081    126.5444
30.3030    31.3131    129.9752
30.3030    31.8182    133.4882
30.3030    32.3232    137.0834
30.3030    32.8283    140.7609
30.3030    33.3333    144.5205
30.3030    33.8384    148.3621
30.3030    34.3434    152.2852
30.3030    34.8485    156.2891
30.3030    35.3535    160.3730
30.3030    35.8586    164.5359
30.3030    36.3636    168.7766
30.3030    36.8687    173.0936
30.3030    37.3737    177.4850
30.3030    37.8788    181.9490
30.3030    38.3838    186.4831
30.3030    38.8889    191.0848
30.3030    39.3939    195.7513
30.3030    39.8990    200.4791
30.3030    40.4040    205.2649
30.3030    40.9091    210.1047
30.3030    41.4141    214.9941
30.3030    41.9192    219.9287
30.3030    42.4242    224.9033
30.3030    42.9293    229.9127
30.3030    43.4343    234.9512
30.3030    43.9394    240.0127
30.3030    44.4444    245.0909
30.3030    44.9495    250.1792
30.3030    45.4545    255.2706
30.3030    45.9596    260.3579
30.3030    46.4646    265.4338
30.3030    46.9697    270.4906
30.3030    47.4747    275.5208
30.3030    47.9798    280.5165
30.3030    48.4848    285.4700
30.3030    48.9899    290.3734
30.3030    49.4949    295.2193
30.3030    50.0000    300.0000
30.8081    0.0000    29.0000
30.8081    0.5051    29.6142
30.8081    1.0101    30.2384
30.8081    1.5152    30.8735
30.8081    2.0202    31.5204
30.8081    2.5253    32.1798
30.8081    3.0303    32.8527
30.8081    3.5354    33.5399
30.8081    4.0404    34.2425
30.8081    4.5455    34.9612
30.8081    5.0505    35.6972
30.8081    5.5556    36.4513
30.8081    6.0606    37.2247
30.8081    6.5657    38.0183
30.8081    7.0707    38.8332
30.8081    7.5758    39.6706
30.8081    8.0808    40.5316
30.8081    8.5859    41.4172
30.8081    9.0909    42.3288
30.8081    9.5960    43.2674
30.8081    10.1010    44.2343
30.8081    10.6061    45.2308
30.8081    11.1111    46.2581
30.8081    11.6162    47.3175
30.8081    12.1212    48.4104
30.8081    12.6263    49.5381
30.8081    13.1313    50.7019
30.8081    13.6364    51.9033
30.8081    14.1414    53.1437
30.8081    14.6465    54.4244
30.8081    15.1515    55.7470
30.8081    15.6566    57.1128
30.8081    16.1616    58.5234
30.8081    16.6667    59.9803
30.8081    17.1717    61.4849
30.8081    17.6768    63.0387
30.8081    18.1818    64.6433
30.8081    18.6869    66.3002
30.8081    19.1919    68.0108
30.8081    19.6970    69.7767
30.8081    20.2020    71.5995
30.8081    20.7071    73.4805
30.8081    21.2121    75.4213
30.8081    21.7172    77.4235
30.8081    22.2222    79.4884
30.8081    22.7273    81.6176
30.8081    23.2323    83.8124
30.8081    23.7374    86.0742
30.8081    24.2424    88.4046
30.8081    24.7475    90.8048
30.8081    25.2525    93.2761
30.8081    25.7576    95.8199
30.8081    26.2626    98.4373
30.8081    26.7677    101.1296
30.8081    27.2727    103.8980
30.8081    27.7778    106.7435
30.8081    28.2828    109.6671
30.8081    28.7879    112.6699
30.8081    29.2929    115.7527
30.8081    29.7980    118.9164
30.8081    30.3030    122.1617
30.8081    30.8081    125.4892
30.8081    31.3131    128.8995
30.8081    31.8182    132.3930
30.8081    32.3232    135.9700
30.8081    32.8283    139.6308
30.8081    33.3333    143.3753
30.8081    33.8384    147.2035
30.8081    34.3434    151.1151
30.8081    34.8485    155.1096
30.8081    35.3535    159.1865
30.8081    35.8586    163.3447
30.8081    36.3636    167.5834
30.8081    36.8687    171.9011
30.8081    37.3737    176.2963
30.8081    37.8788    180.7671
30.8081    38.3838    185.3115
30.8081    38.8889    189.9268
30.8081    39.3939    194.6105
30.8081    39.8990    199.3593
30.8081    40.4040    204.1698
30.8081    40.9091    209.0382
30.8081    41.4141    213.9602
30.8081    41.9192    218.9312
30.8081    42.4242    223.9462
30.8081    42.9293    229.0000
30.8081    43.4343    234.0865
30.8081    43.9394    239.1999
30.8081    44.4444    244.3334
30.8081    44.9495    249.4803
30.8081    45.4545    254.6334
30.8081    45.9596    259.7852
30.8081    46.4646    264.9280
30.8081    46.9697    270.0540
30.8081    47.4747    275.1550
30.8081    47.9798    280.2229
30.8081    48.4848    285.2495
30.8081    48.9899    290.2266
30.8081    49.4949    295.1461
30.8081    50.0000    300.0000
31.3131    0.0000    29.0000
31.3131    0.5051    29.6056
31.3131    1.0101    30.2212
31.3131    1.5152    30.8474
31.3131    2.0202    31.4852
31.3131    2.5253    32.1353
31.3131    3.0303    32.7987
31.3131    3.5354    33.4762
31.3131    4.0404    34.1687
31.3131    4.5455    34.8773
31.3131    5.0505    35.6027
31.3131    5.5556    36.3461
31.3131    6.0606    37.1084
31.3131    6.5657    37.8906
31.3131    7.0707    38.6939
31.3131    7.5758    39.5192
31.3131    8.0808    40.3678
31.3131    8.5859    41.2407
31.3131    9.0909    42.1391
31.3131    9.5960    43.0642
31.3131    10.1010    44.0172
31.3131    10.6061    44.9994
31.3131    11.1111    46.0119
31.3131    11.6162    47.0561
31.3131    12.1212    48.1334
31.3131    12.6263    49.2449
31.3131    13.1313    50.3922
31.3131    13.6364    51.5765
31.3131    14.1414    52.7993
31.3131    14.6465    54.0619
31.3131    15.1515    55.3659
31.3131    15.6566    56.7126
31.3131    16.1616    58.1035
31.3131    16.6667    59.5402
31.3131    17.1717    61.0240
31.3131    17.6768    62.5566
31.3131    18.1818    64.1394
31.3131    18.6869    65.7739
31.3131    19.1919    67.4616
31.3131    19.6970    69.2041
31.3131    20.2020    71.0030
31.3131    20.7071    72.8596
31.3131    21.2121    74.7756
31.3131    21.7172    76.7524
31.3131    22.2222    78.7916
31.3131    22.7273    80.8945
31.3131    23.2323    83.0628
31.3131    23.7374    85.2979
31.3131    24.2424    87.6011
31.3131    24.7475    89.9739
31.3131    25.2525    92.4177
31.3131    25.7576    94.9339
31.3131    26.2626    97.5236
31.3131    26.7677    100.1883
31.3131    27.2727    102.9291
31.3131    27.7778    105.7472
31.3131    28.2828    108.6438
31.3131    28.7879    111.6199
31.3131    29.2929    114.6765
31.3131    29.7980    117.8147
31.3131    30.3030    121.0351
31.3131    30.8081    124.3387
31.3131    31.3131    127.7261
31.3131    31.8182    131.1980
31.3131    32.3232    134.7547
31.3131    32.8283    138.3966
31.3131    33.3333    142.1240
31.3131    33.8384    145.9369
31.3131    34.3434    149.8353
31.3131    34.8485    153.8188
31.3131    35.3535    157.8871
31.3131    35.8586    162.0395
31.3131    36.3636    166.2752
31.3131    36.8687    170.5929
31.3131    37.3737    174.9914
31.3131    37.8788    179.4690
31.3131    38.3838    184.0237
31.3131    38.8889    188.6532
31.3131    39.3939    193.3550
31.3131    39.8990    198.1260
31.3131    40.4040    202.9629
31.3131    40.9091    207.8620
31.3131    41.4141    212.8191
31.3131    41.9192    217.8297
31.3131    42.4242    222.8887
31.3131    42.9293    227.9907
31.3131    43.4343    233.1299
31.3131    43.9394    238.3000
31.3131    44.4444    243.4943
31.3131    44.9495    248.7057
31.3131    45.4545    253.9268
31.3131    45.9596    259.1499
31.3131    46.4646    264.3668
31.3131    46.9697    269.5693
31.3131    47.4747    274.7488
31.3131    47.9798    279.8969
31.3131    48.4848    285.0046
31.3131    48.9899    290.0635
31.3131    49.4949    295.0647
31.3131    50.0000    300.0000
31.8182    0.0000    29.0000
31.8182    0.5051    29.5964
31.8182    1.0101    30.2026
31.8182    1.5152    30.8193
31.8182    2.0202    31.4473
31.8182    2.5253    32.0874
31.8182    3.0303    32.7406
31.8182    3.5354    33.4076
31.8182    4.0404    34.0894
31.8182    4.5455    34.7869
31.8182    5.0505    35.5011
31.8182    5.5556    36.2328
31.8182    6.0606    36.9832
31.8182    6.5657    37.7532
31.8182    7.0707    38.5439
31.8182    7.5758    39.3563
31.8182    8.0808    40.1916
31.8182    8.5859    41.0508
31.8182    9.0909    41.9351
31.8182    9.5960    42.8457
31.8182    10.1010    43.7837
31.8182    10.6061    44.7504
31.8182    11.1111    45.7471
31.8182    11.6162    46.7750
31.8182    12.1212    47.8354
31.8182    12.6263    48.9296
31.8182    13.1313    50.0590
31.8182    13.6364    51.2249
31.8182    14.1414    52.4287
31.8182    14.6465    53.6719
31.8182    15.1515    54.9558
31.8182    15.6566    56.2819
31.8182    16.1616    57.6517
31.8182    16.6667    59.0666
31.8182    17.1717    60.5281
31.8182    17.6768    62.0377
31.8182    18.1818    63.5969
31.8182    18.6869    65.2073
31.8182    19.1919    66.8704
31.8182    19.6970    68.5877
31.8182    20.2020    70.3607
31.8182    20.7071    72.1910
31.8182    21.2121    74.0801
31.8182    21.7172    76.0295
31.8182    22.2222    78.0408
31.8182    22.7273    80.1155
31.8182    23.2323    82.2551
31.8182    23.7374    84.4611
31.8182    24.2424    86.7349
31.8182    24.7475    89.0780
31.8182    25.2525    91.4919
31.8182    25.7576    93.9780
31.8182    26.2626    96.5376
31.8182    26.7677    99.1721
31.8182    27.2727    101.8829
31.8182    27.7778    104.6711
31.8182    28.2828    107.5381
31.8182    28.7879    110.4850
31.8182    29.2929    113.5129
31.8182    29.7980    116.6229
31.8182    30.3030    119.8161
31.8182    30.8081    123.0933
31.8182    31.3131    126.4554
31.8182    31.8182    129.9031
31.8182    32.3232    133.4371
31.8182    32.8283    137.0579
31.8182    33.3333    140.7660
31.8182    33.8384    144.5615
31.8182    34.3434    148.4447
31.8182    34.8485    152.4156
31.8182    35.3535    156.4737
31.8182    35.8586    160.6189
31.8182    36.3636    164.8503
31.8182    36.8687    169.1671
31.8182    37.3737    173.5682
31.8182    37.8788    178.0522
31.8182    38.3838    182.6171
31.8182    38.8889    187.2611
31.8182    39.3939    191.9817
31.8182    39.8990    196.7760
31.8182    40.4040    201.6409
31.8182    40.9091    206.5727
31.8182    41.4141    211.5674
31.8182    41.9192    216.6204
31.8182    42.4242    221.7268
31.8182    42.9293    226.8811
31.8182    43.4343    232.0774
31.8182    43.9394    237.3093
31.8182    44.4444    242.5699
31.8182    44.9495    247.8519
31.8182    45.4545    253.1476
31.8182    45.9596    258.4488
31.8182    46.4646    263.7472
31.8182    46.9697    269.0340
31.8182    47.4747    274.3001
31.8182    47.9798    279.5365
31.8182    48.4848    284.7339
31.8182    48.9899    289.8831
31.8182    49.4949    294.9748
31.8182    50.0000    300.0000
32.3232    0.0000    29.0000
32.3232    0.5051    29.5866
32.3232    1.0101    30.1828
32.3232    1.5152    30.7892
32.3232    2.0202    31.4067
32.3232    2.5253    32.0362
32.3232    3.0303    32.6784
32.3232    3.5354    33.3342
32.3232    4.0404    34.0046
32.3232    4.5455    34.6903
32.3232    5.0505    35.3924
32.3232    5.5556    36.1118
32.3232    6.0606    36.8494
32.3232    6.5657    37.6063
32.3232    7.0707    38.3836
32.3232    7.5758    39.1822
32.3232    8.0808    40.0032
32.3232    8.5859    40.8477
32.3232    9.0909    41.7170
32.3232    9.5960    42.6120
32.3232    10.1010    43.5341
32.3232    10.6061    44.4844
32.3232    11.1111    45.4641
32.3232    11.6162    46.4745
32.3232    12.1212    47.5169
32.3232    12.6263    48.5925
32.3232    13.1313    49.7028
32.3232    13.6364    50.8491
32.3232    14.1414    52.0327
32.3232    14.6465    53.2550
32.3232    15.1515    54.5175
32.3232    15.6566    55.8215
32.3232    16.1616    57.1686
32.3232    16.6667    58.5602
32.3232    17.1717    59.9978
32.3232    17.6768    61.4828
32.3232    18.1818    63.0169
32.3232    18.6869    64.6014
32.3232    19.1919    66.2380
32.3232    19.6970    67.9282
32.3232    20.2020    69.6736
32.3232    20.7071    71.4756
32.3232    21.2121    73.3358
32.3232    21.7172    75.2559
32.3232    22.2222    77.2372
32.3232    22.7273    79.2815
32.3232    23.2323    81.3902
32.3232    23.7374    83.5648
32.3232    24.2424    85.8069
32.3232    24.7475    88.1181
32.3232    25.2525    90.4997
32.3232    25.7576    92.9533
32.3232    26.2626    95.4803
32.3232    26.7677    98.0821
32.3232    27.2727    100.7603
32.3232    27.7778    103.5161
32.3232    28.2828    106.3508
32.3232    28.7879    109.2659
32.3232    29.2929    112.2625
32.3232    29.7980    115.3418
32.3232    30.3030    118.5050
32.3232    30.8081    121.7532
32.3232    31.3131    125.0873
32.3232    31.8182    128.5084
32.3232    32.3232    132.0172
32.3232    32.8283    135.6145
32.3232    33.3333    139.3008
32.3232    33.8384    143.0768
32.3232    34.3434    146.9427
32.3232    34.8485    150.8988
32.3232    35.3535    154.9450
32.3232    35.8586    159.0812
32.3232    36.3636    163.3070
32.3232    36.8687    167.6217
32.3232    37.3737    172.0245
32.3232    37.8788    176.5141
32.3232    38.3838    181.0891
32.3232    38.8889    185.7476
32.3232    39.3939    190.4873
32.3232    39.8990    195.3058
32.3232    40.4040    200.1999
32.3232    40.9091    205.1663
32.3232    41.4141    210.2008
32.3232    41.9192    215.2992
32.3232    42.4242    220.4564
32.3232    42.9293    225.6669
32.3232    43.4343    230.9248
32.3232    43.9394    236.2236
32.3232    44.4444    241.5562
32.3232    44.9495    246.9149
32.3232    45.4545    252.2919
32.3232    45.9596    257.6786
32.3232    46.4646    263.0661
32.3232    46.9697    268.4452
32.3232    47.4747    273.8064
32.3232    47.9798    279.1399
32.3232    48.4848    284.4359
32.3232    48.9899    289.6844
32.3232    49.4949    294.8757
32.3232    50.0000    300.0000
32.8283    0.0000    29.0000
32.8283    0.5051    29.5762
32.8283    1.0101    30.1616
32.8283    1.5152    30.7572
32.8283    2.0202    31.3636
32.8283    2.5253    31.9817
32.8283    3.0303    32.6123
32.8283    3.5354    33.2562
32.8283    4.0404    33.9144
32.8283    4.5455    34.5876
32.8283    5.0505    35.2769
32.8283    5.5556    35.9831
32.8283    6.0606    36.7072
32.8283    6.5657    37.4502
32.8283    7.0707    38.2132
32.8283    7.5758    38.9971
32.8283    8.0808    39.8030
32.8283    8.5859    40.6320
32.8283    9.0909    41.4852
32.8283    9.5960    42.3637
32.8283    10.1010    43.2688
32.8283    10.6061    44.2016
32.8283    11.1111    45.1633
32.8283    11.6162    46.1551
32.8283    12.1212    47.1784
32.8283    12.6263    48.2343
32.8283    13.1313    49.3243
32.8283    13.6364    50.4497
32.8283    14.1414    51.6117
32.8283    14.6465    52.8119
32.8283    15.1515    54.0516
32.8283    15.6566    55.3321
32.8283    16.1616    56.6551
32.8283    16.6667    58.0219
32.8283    17.1717    59.4340
32.8283    17.6768    60.8929
32.8283    18.1818    62.4001
32.8283    18.6869    63.9571
32.8283    19.1919    65.5655
32.8283    19.6970    67.2268
32.8283    20.2020    68.9426
32.8283    20.7071    70.7145
32.8283    21.2121    72.5439
32.8283    21.7172    74.4325
32.8283    22.2222    76.3819
32.8283    22.7273    78.3935
32.8283    23.2323    80.4691
32.8283    23.7374    82.6102
32.8283    24.2424    84.8183
32.8283    24.7475    87.0951
32.8283    25.2525    89.4420
32.8283    25.7576    91.8607
32.8283    26.2626    94.3526
32.8283    26.7677    96.9193
32.8283    27.2727    99.5623
32.8283    27.7778    102.2830
32.8283    28.2828    105.0829
32.8283    28.7879    107.9634
32.8283    29.2929    110.9259
32.8283    29.7980    113.9718
32.8283    30.3030    117.1023
32.8283    30.8081    120.3188
32.8283    31.3131    123.6223
32.8283    31.8182    127.0140
32.8283    32.3232    130.4949
32.8283    32.8283    134.0660
32.8283    33.3333    137.7282
32.8283    33.8384    141.4821
32.8283    34.3434    145.3284
32.8283    34.8485    149.2674
32.8283    35.3535    153.2996
32.8283    35.8586    157.4249
32.8283    36.3636    161.6433
32.8283    36.8687    165.9545
32.8283    37.3737    170.3577
32.8283    37.8788    174.8521
32.8283    38.3838    179.4364
32.8283    38.8889    184.1092
32.8283    39.3939    188.8683
32.8283    39.8990    193.7115
32.8283    40.4040    198.6360
32.8283    40.9091    203.6384
32.8283    41.4141    208.7150
32.8283    41.9192    213.8613
32.8283    42.4242    219.0725
