X    Y    T
14.1414    9.0909    39.8291
14.1414    9.5960    40.5899
14.1414    10.1010    41.3738
14.1414    10.6061    42.1816
14.1414    11.1111    43.0146
14.1414    11.6162    43.8738
14.1414    12.1212    44.7604
14.1414    12.6263    45.6755
14.1414    13.1313    46.6204
14.1414    13.6364    47.5961
14.1414    14.1414    48.6041
14.1414    14.6465    49.6455
14.1414    15.1515    50.7217
14.1414    15.6566    51.8340
14.1414    16.1616    52.9838
14.1414    16.6667    54.1723
14.1414    17.1717    55.4011
14.1414    17.6768    56.6716
14.1414    18.1818    57.9852
14.1414    18.6869    59.3435
14.1414    19.1919    60.7479
14.1414    19.6970    62.2001
14.1414    20.2020    63.7015
14.1414    20.7071    65.2538
14.1414    21.2121    66.8587
14.1414    21.7172    68.5178
14.1414    22.2222    70.2328
14.1414    22.7273    72.0055
14.1414    23.2323    73.8375
14.1414    23.7374    75.7308
14.1414    24.2424    77.6872
14.1414    24.7475    79.7084
14.1414    25.2525    81.7966
14.1414    25.7576    83.9535
14.1414    26.2626    86.1811
14.1414    26.7677    88.4816
14.1414    27.2727    90.8569
14.1414    27.7778    93.3093
14.1414    28.2828    95.8407
14.1414    28.7879    98.4535
14.1414    29.2929    101.1499
14.1414    29.7980    103.9322
14.1414    30.3030    106.8026
14.1414    30.8081    109.7637
14.1414    31.3131    112.8177
14.1414    31.8182    115.9671
14.1414    32.3232    119.2145
14.1414    32.8283    122.5622
14.1414    33.3333    126.0128
14.1414    33.8384    129.5688
14.1414    34.3434    133.2327
14.1414    34.8485    137.0069
14.1414    35.3535    140.8939
14.1414    35.8586    144.8959
14.1414    36.3636    149.0152
14.1414    36.8687    153.2538
14.1414    37.3737    157.6136
14.1414    37.8788    162.0963
14.1414    38.3838    166.7033
14.1414    38.8889    171.4355
14.1414    39.3939    176.2936
14.1414    39.8990    181.2778
14.1414    40.4040    186.3875
14.1414    40.9091    191.6218
14.1414    41.4141    196.9788
14.1414    41.9192    202.4559
14.1414    42.4242    208.0495
14.1414    42.9293    213.7550
14.1414    43.4343    219.5669
14.1414    43.9394    225.4782
14.1414    44.4444    231.4809
14.1414    44.9495    237.5656
14.1414    45.4545    243.7216
14.1414    45.9596    249.9370
14.1414    46.4646    256.1986
14.1414    46.9697    262.4920
14.1414    47.4747    268.8016
14.1414    47.9798    275.1112
14.1414    48.4848    281.4035
14.1414    48.9899    287.6610
14.1414    49.4949    293.8658
14.1414    50.0000    300.0000
14.6465    0.0000    29.0000
14.6465    0.5051    29.5151
14.6465    1.0101    30.0383
14.6465    1.5152    30.5704
14.6465    2.0202    31.1119
14.6465    2.5253    31.6637
14.6465    3.0303    32.2265
14.6465    3.5354    32.8011
14.6465    4.0404    33.3881
14.6465    4.5455    33.9885
14.6465    5.0505    34.6031
14.6465    5.5556    35.2326
14.6465    6.0606    35.8780
14.6465    6.5657    36.5401
14.6465    7.0707    37.2198
14.6465    7.5758    37.9182
14.6465    8.0808    38.6361
14.6465    8.5859    39.3745
14.6465    9.0909    40.1345
14.6465    9.5960    40.9171
14.6465    10.1010    41.7232
14.6465    10.6061    42.5541
14.6465    11.1111    43.4108
14.6465    11.6162    44.2945
14.6465    12.1212    45.2063
14.6465    12.6263    46.1474
14.6465    13.1313    47.1190
14.6465    13.6364    48.1224
14.6465    14.1414    49.1588
14.6465    14.6465    50.2295
14.6465    15.1515    51.3360
14.6465    15.6566    52.4794
14.6465    16.1616    53.6612
14.6465    16.6667    54.8827
14.6465    17.1717    56.1455
14.6465    17.6768    57.4509
14.6465    18.1818    58.8005
14.6465    18.6869    60.1957
14.6465    19.1919    61.6380
14.6465    19.6970    63.1291
14.6465    20.2020    64.6705
14.6465    20.7071    66.2638
14.6465    21.2121    67.9107
14.6465    21.7172    69.6127
14.6465    22.2222    71.3717
14.6465    22.7273    73.1893
14.6465    23.2323    75.0672
14.6465    23.7374    77.0072
14.6465    24.2424    79.0112
14.6465    24.7475    81.0809
14.6465    25.2525    83.2182
14.6465    25.7576    85.4250
14.6465    26.2626    87.7032
14.6465    26.7677    90.0547
14.6465    27.2727    92.4816
14.6465    27.7778    94.9857
14.6465    28.2828    97.5693
14.6465    28.7879    100.2343
14.6465    29.2929    102.9829
14.6465    29.7980    105.8171
14.6465    30.3030    108.7391
14.6465    30.8081    111.7511
14.6465    31.3131    114.8553
14.6465    31.8182    118.0539
14.6465    32.3232    121.3491
14.6465    32.8283    124.7430
14.6465    33.3333    128.2380
14.6465    33.8384    131.8361
14.6465    34.3434    135.5396
14.6465    34.8485    139.3503
14.6465    35.3535    143.2705
14.6465    35.8586    147.3018
14.6465    36.3636    151.4461
14.6465    36.8687    155.7049
14.6465    37.3737    160.0796
14.6465    37.8788    164.5713
14.6465    38.3838    169.1807
14.6465    38.8889    173.9085
14.6465    39.3939    178.7545
14.6465    39.8990    183.7183
14.6465    40.4040    188.7990
14.6465    40.9091    193.9949
14.6465    41.4141    199.3036
14.6465    41.9192    204.7222
14.6465    42.4242    210.2465
14.6465    42.9293    215.8718
14.6465    43.4343    221.5922
14.6465    43.9394    227.4007
14.6465    44.4444    233.2893
14.6465    44.9495    239.2489
14.6465    45.4545    245.2691
14.6465    45.9596    251.3387
14.6465    46.4646    257.4451
14.6465    46.9697    263.5749
14.6465    47.4747    269.7137
14.6465    47.9798    275.8466
14.6465    48.4848    281.9578
14.6465    48.9899    288.0312
14.6465    49.4949    294.0507
14.6465    50.0000    300.0000
15.1515    0.0000    29.0000
15.1515    0.5051    29.5284
15.1515    1.0101    30.0652
15.1515    1.5152    30.6111
15.1515    2.0202    31.1669
15.1515    2.5253    31.7331
15.1515    3.0303    32.3107
15.1515    3.5354    32.9003
15.1515    4.0404    33.5029
15.1515    4.5455    34.1191
15.1515    5.0505    34.7499
15.1515    5.5556    35.3962
15.1515    6.0606    36.0587
15.1515    6.5657    36.7384
15.1515    7.0707    37.4363
15.1515    7.5758    38.1533
15.1515    8.0808    38.8904
15.1515    8.5859    39.6485
15.1515    9.0909    40.4288
15.1515    9.5960    41.2322
15.1515    10.1010    42.0599
15.1515    10.6061    42.9130
15.1515    11.1111    43.7926
15.1515    11.6162    44.6998
15.1515    12.1212    45.6359
15.1515    12.6263    46.6020
15.1515    13.1313    47.5994
15.1515    13.6364    48.6294
15.1515    14.1414    49.6932
15.1515    14.6465    50.7922
15.1515    15.1515    51.9277
15.1515    15.6566    53.1011
15.1515    16.1616    54.3137
15.1515    16.6667    55.5670
15.1515    17.1717    56.8624
15.1515    17.6768    58.2014
15.1515    18.1818    59.5855
15.1515    18.6869    61.0162
15.1515    19.1919    62.4950
15.1515    19.6970    64.0234
15.1515    20.2020    65.6031
15.1515    20.7071    67.2357
15.1515    21.2121    68.9228
15.1515    21.7172    70.6660
15.1515    22.2222    72.4670
15.1515    22.7273    74.3275
15.1515    23.2323    76.2491
15.1515    23.7374    78.2338
15.1515    24.2424    80.2831
15.1515    24.7475    82.3989
15.1515    25.2525    84.5830
15.1515    25.7576    86.8371
15.1515    26.2626    89.1632
15.1515    26.7677    91.5631
15.1515    27.2727    94.0387
15.1515    27.7778    96.5918
15.1515    28.2828    99.2245
15.1515    28.7879    101.9386
15.1515    29.2929    104.7360
15.1515    29.7980    107.6188
15.1515    30.3030    110.5890
15.1515    30.8081    113.6484
15.1515    31.3131    116.7991
15.1515    31.8182    120.0431
15.1515    32.3232    123.3823
15.1515    32.8283    126.8186
15.1515    33.3333    130.3539
15.1515    33.8384    133.9902
15.1515    34.3434    137.7291
15.1515    34.8485    141.5723
15.1515    35.3535    145.5215
15.1515    35.8586    149.5781
15.1515    36.3636    153.7434
15.1515    36.8687    158.0186
15.1515    37.3737    162.4044
15.1515    37.8788    166.9016
15.1515    38.3838    171.5104
15.1515    38.8889    176.2308
15.1515    39.3939    181.0622
15.1515    39.8990    186.0038
15.1515    40.4040    191.0540
15.1515    40.9091    196.2107
15.1515    41.4141    201.4712
15.1515    41.9192    206.8320
15.1515    42.4242    212.2888
15.1515    42.9293    217.8366
15.1515    43.4343    223.4693
15.1515    43.9394    229.1800
15.1515    44.4444    234.9607
15.1515    44.9495    240.8025
15.1515    45.4545    246.6957
15.1515    45.9596    252.6292
15.1515    46.4646    258.5915
15.1515    46.9697    264.5699
15.1515    47.4747    270.5511
15.1515    47.9798    276.5213
15.1515    48.4848    282.4660
15.1515    48.9899    288.3705
15.1515    49.4949    294.2201
15.1515    50.0000    300.0000
15.6566    0.0000    29.0000
15.6566    0.5051    29.5412
15.6566    1.0101    30.0911
15.6566    1.5152    30.6503
15.6566    2.0202    31.2196
15.6566    2.5253    31.7997
15.6566    3.0303    32.3914
15.6566    3.5354    32.9956
15.6566    4.0404    33.6130
15.6566    4.5455    34.2445
15.6566    5.0505    34.8910
15.6566    5.5556    35.5533
15.6566    6.0606    36.2323
15.6566    6.5657    36.9289
15.6566    7.0707    37.6442
15.6566    7.5758    38.3791
15.6566    8.0808    39.1346
15.6566    8.5859    39.9117
15.6566    9.0909    40.7114
15.6566    9.5960    41.5350
15.6566    10.1010    42.3834
15.6566    10.6061    43.2577
15.6566    11.1111    44.1593
15.6566    11.6162    45.0891
15.6566    12.1212    46.0485
15.6566    12.6263    47.0387
15.6566    13.1313    48.0609
15.6566    13.6364    49.1164
15.6566    14.1414    50.2065
15.6566    14.6465    51.3326
15.6566    15.1515    52.4960
15.6566    15.6566    53.6981
15.6566    16.1616    54.9403
15.6566    16.6667    56.2241
15.6566    17.1717    57.5508
15.6566    17.6768    58.9220
15.6566    18.1818    60.3391
15.6566    18.6869    61.8038
15.6566    19.1919    63.3174
15.6566    19.6970    64.8816
15.6566    20.2020    66.4980
15.6566    20.7071    68.1681
15.6566    21.2121    69.8935
15.6566    21.7172    71.6760
15.6566    22.2222    73.5171
15.6566    22.7273    75.4184
15.6566    23.2323    77.3818
15.6566    23.7374    79.4089
15.6566    24.2424    81.5013
15.6566    24.7475    83.6609
15.6566    25.2525    85.8893
15.6566    25.7576    88.1883
15.6566    26.2626    90.5597
15.6566    26.7677    93.0053
15.6566    27.2727    95.5268
15.6566    27.7778    98.1260
15.6566    28.2828    100.8048
15.6566    28.7879    103.5649
15.6566    29.2929    106.4081
15.6566    29.7980    109.3363
15.6566    30.3030    112.3512
15.6566    30.8081    115.4547
15.6566    31.3131    118.6484
15.6566    31.8182    121.9342
15.6566    32.3232    125.3137
15.6566    32.8283    128.7887
15.6566    33.3333    132.3607
15.6566    33.8384    136.0313
15.6566    34.3434    139.8019
15.6566    34.8485    143.6739
15.6566    35.3535    147.6484
15.6566    35.8586    151.7267
15.6566    36.3636    155.9096
15.6566    36.8687    160.1977
15.6566    37.3737    164.5915
15.6566    37.8788    169.0913
15.6566    38.3838    173.6967
15.6566    38.8889    178.4074
15.6566    39.3939    183.2224
15.6566    39.8990    188.1403
15.6566    40.4040    193.1591
15.6566    40.9091    198.2765
15.6566    41.4141    203.4892
15.6566    41.9192    208.7936
15.6566    42.4242    214.1850
15.6566    42.9293    219.6584
15.6566    43.4343    225.2074
15.6566    43.9394    230.8254
15.6566    44.4444    236.5044
15.6566    44.9495    242.2358
15.6566    45.4545    248.0101
15.6566    45.9596    253.8172
15.6566    46.4646    259.6457
15.6566    46.9697    265.4841
15.6566    47.4747    271.3200
15.6566    47.9798    277.1403
15.6566    48.4848    282.9320
15.6566    48.9899    288.6815
15.6566    49.4949    294.3753
15.6566    50.0000    300.0000
16.1616    0.0000    29.0000
16.1616    0.5051    29.5535
16.1616    1.0101    30.1158
16.1616    1.5152    30.6877
16.1616    2.0202    31.2700
16.1616    2.5253    31.8634
16.1616    3.0303    32.4687
16.1616    3.5354    33.0868
16.1616    4.0404    33.7185
16.1616    4.5455    34.3646
16.1616    5.0505    35.0260
16.1616    5.5556    35.7036
16.1616    6.0606    36.3984
16.1616    6.5657    37.1112
16.1616    7.0707    37.8432
16.1616    7.5758    38.5952
16.1616    8.0808    39.3683
16.1616    8.5859    40.1635
16.1616    9.0909    40.9820
16.1616    9.5960    41.8248
16.1616    10.1010    42.6930
16.1616    10.6061    43.5878
16.1616    11.1111    44.5103
16.1616    11.6162    45.4619
16.1616    12.1212    46.4436
16.1616    12.6263    47.4568
16.1616    13.1313    48.5027
16.1616    13.6364    49.5826
16.1616    14.1414    50.6979
16.1616    14.6465    51.8499
16.1616    15.1515    53.0400
16.1616    15.6566    54.2696
16.1616    16.1616    55.5401
16.1616    16.6667    56.8529
16.1616    17.1717    58.2095
16.1616    17.6768    59.6115
16.1616    18.1818    61.0602
16.1616    18.6869    62.5572
16.1616    19.1919    64.1041
16.1616    19.6970    65.7024
16.1616    20.2020    67.3537
16.1616    20.7071    69.0595
16.1616    21.2121    70.8215
16.1616    21.7172    72.6413
16.1616    22.2222    74.5205
16.1616    22.7273    76.4607
16.1616    23.2323    78.4636
16.1616    23.7374    80.5309
16.1616    24.2424    82.6642
16.1616    24.7475    84.8652
16.1616    25.2525    87.1355
16.1616    25.7576    89.4769
16.1616    26.2626    91.8911
16.1616    26.7677    94.3796
16.1616    27.2727    96.9443
16.1616    27.7778    99.5868
16.1616    28.2828    102.3087
16.1616    28.7879    105.1119
16.1616    29.2929    107.9978
16.1616    29.7980    110.9682
16.1616    30.3030    114.0247
16.1616    30.8081    117.1689
16.1616    31.3131    120.4024
16.1616    31.8182    123.7266
16.1616    32.3232    127.1431
16.1616    32.8283    130.6533
16.1616    33.3333    134.2585
16.1616    33.8384    137.9599
16.1616    34.3434    141.7588
16.1616    34.8485    145.6561
16.1616    35.3535    149.6528
16.1616    35.8586    153.7495
16.1616    36.3636    157.9468
16.1616    36.8687    162.2449
16.1616    37.3737    166.6441
16.1616    37.8788    171.1439
16.1616    38.3838    175.7439
16.1616    38.8889    180.4431
16.1616    39.3939    185.2403
16.1616    39.8990    190.1336
16.1616    40.4040    195.1207
16.1616    40.9091    200.1990
16.1616    41.4141    205.3649
16.1616    41.9192    210.6145
16.1616    42.4242    215.9431
16.1616    42.9293    221.3453
16.1616    43.4343    226.8150
16.1616    43.9394    232.3453
16.1616    44.4444    237.9287
16.1616    44.9495    243.5568
16.1616    45.4545    249.2204
16.1616    45.9596    254.9099
16.1616    46.4646    260.6146
16.1616    46.9697    266.3237
16.1616    47.4747    272.0255
16.1616    47.9798    277.7081
16.1616    48.4848    283.3593
16.1616    48.9899    288.9666
16.1616    49.4949    294.5176
16.1616    50.0000    300.0000
16.6667    0.0000    29.0000
16.6667    0.5051    29.5651
16.6667    1.0101    30.1393
16.6667    1.5152    30.7234
16.6667    2.0202    31.3180
16.6667    2.5253    31.9241
16.6667    3.0303    32.5424
16.6667    3.5354    33.1737
16.6667    4.0404    33.8189
16.6667    4.5455    34.4790
16.6667    5.0505    35.1547
16.6667    5.5556    35.8469
16.6667    6.0606    36.5568
16.6667    6.5657    37.2851
16.6667    7.0707    38.0329
16.6667    7.5758    38.8013
16.6667    8.0808    39.5912
16.6667    8.5859    40.4038
16.6667    9.0909    41.2401
16.6667    9.5960    42.1012
16.6667    10.1010    42.9883
16.6667    10.6061    43.9026
16.6667    11.1111    44.8452
16.6667    11.6162    45.8174
16.6667    12.1212    46.8204
16.6667    12.6263    47.8555
16.6667    13.1313    48.9240
16.6667    13.6364    50.0273
16.6667    14.1414    51.1666
16.6667    14.6465    52.3433
16.6667    15.1515    53.5588
16.6667    15.6566    54.8146
16.6667    16.1616    56.1120
16.6667    16.6667    57.4525
16.6667    17.1717    58.8376
16.6667    17.6768    60.2688
16.6667    18.1818    61.7475
16.6667    18.6869    63.2754
16.6667    19.1919    64.8539
16.6667    19.6970    66.4845
16.6667    20.2020    68.1690
16.6667    20.7071    69.9087
16.6667    21.2121    71.7054
16.6667    21.7172    73.5606
16.6667    22.2222    75.4759
16.6667    22.7273    77.4529
16.6667    23.2323    79.4932
16.6667    23.7374    81.5985
16.6667    24.2424    83.7703
16.6667    24.7475    86.0104
16.6667    25.2525    88.3202
16.6667    25.7576    90.7015
16.6667    26.2626    93.1558
16.6667    26.7677    95.6847
16.6667    27.2727    98.2899
16.6667    27.7778    100.9728
16.6667    28.2828    103.7352
16.6667    28.7879    106.5784
16.6667    29.2929    109.5041
16.6667    29.7980    112.5137
16.6667    30.3030    115.6087
16.6667    30.8081    118.7905
16.6667    31.3131    122.0605
16.6667    31.8182    125.4200
16.6667    32.3232    128.8702
16.6667    32.8283    132.4124
16.6667    33.3333    136.0475
16.6667    33.8384    139.7767
16.6667    34.3434    143.6007
16.6667    34.8485    147.5203
16.6667    35.3535    151.5360
16.6667    35.8586    155.6483
16.6667    36.3636    159.8573
16.6667    36.8687    164.1630
16.6667    37.3737    168.5651
16.6667    37.8788    173.0630
16.6667    38.3838    177.6559
16.6667    38.8889    182.3423
16.6667    39.3939    187.1207
16.6667    39.8990    191.9890
16.6667    40.4040    196.9446
16.6667    40.9091    201.9844
16.6667    41.4141    207.1048
16.6667    41.9192    212.3016
16.6667    42.4242    217.5701
16.6667    42.9293    222.9047
16.6667    43.4343    228.2993
16.6667    43.9394    233.7473
16.6667    44.4444    239.2411
16.6667    44.9495    244.7728
16.6667    45.4545    250.3335
16.6667    45.9596    255.9139
16.6667    46.4646    261.5042
16.6667    46.9697    267.0940
16.6667    47.4747    272.6724
16.6667    47.9798    278.2284
16.6667    48.4848    283.7507
16.6667    48.9899    289.2276
16.6667    49.4949    294.6478
16.6667    50.0000    300.0000
17.1717    0.0000    29.0000
17.1717    0.5051    29.5762
17.1717    1.0101    30.1616
17.1717    1.5152    30.7572
17.1717    2.0202    31.3636
17.1717    2.5253    31.9817
17.1717    3.0303    32.6123
17.1717    3.5354    33.2562
17.1717    4.0404    33.9144
17.1717    4.5455    34.5876
17.1717    5.0505    35.2769
17.1717    5.5556    35.9831
17.1717    6.0606    36.7072
17.1717    6.5657    37.4502
17.1717    7.0707    38.2132
17.1717    7.5758    38.9971
17.1717    8.0808    39.8030
17.1717    8.5859    40.6320
17.1717    9.0909    41.4852
17.1717    9.5960    42.3637
17.1717    10.1010    43.2688
17.1717    10.6061    44.2016
17.1717    11.1111    45.1633
17.1717    11.6162    46.1551
17.1717    12.1212    47.1784
17.1717    12.6263    48.2343
17.1717    13.1313    49.3243
17.1717    13.6364    50.4497
17.1717    14.1414    51.6117
17.1717    14.6465    52.8119
17.1717    15.1515    54.0516
17.1717    15.6566    55.3321
17.1717    16.1616    56.6551
17.1717    16.6667    58.0219
17.1717    17.1717    59.4340
17.1717    17.6768    60.8929
17.1717    18.1818    62.4001
17.1717    18.6869    63.9571
17.1717    19.1919    65.5655
17.1717    19.6970    67.2268
17.1717    20.2020    68.9426
17.1717    20.7071    70.7145
17.1717    21.2121    72.5439
17.1717    21.7172    74.4325
17.1717    22.2222    76.3819
17.1717    22.7273    78.3935
17.1717    23.2323    80.4691
17.1717    23.7374    82.6102
17.1717    24.2424    84.8183
17.1717    24.7475    87.0951
17.1717    25.2525    89.4420
17.1717    25.7576    91.8607
17.1717    26.2626    94.3526
17.1717    26.7677    96.9193
17.1717    27.2727    99.5623
17.1717    27.7778    102.2830
17.1717    28.2828    105.0829
17.1717    28.7879    107.9634
17.1717    29.2929    110.9259
17.1717    29.7980    113.9718
17.1717    30.3030    117.1023
17.1717    30.8081    120.3188
17.1717    31.3131    123.6223
17.1717    31.8182    127.0140
17.1717    32.3232    130.4949
17.1717    32.8283    134.0660
17.1717    33.3333    137.7282
17.1717    33.8384    141.4821
17.1717    34.3434    145.3283
17.1717    34.8485    149.2674
17.1717    35.3535    153.2996
17.1717    35.8586    157.4249
17.1717    36.3636    161.6433
17.1717    36.8687    165.9545
17.1717    37.3737    170.3577
17.1717    37.8788    174.8521
17.1717    38.3838    179.4364
17.1717    38.8889    184.1092
17.1717    39.3939    188.8683
17.1717    39.8990    193.7115
17.1717    40.4040    198.6360
17.1717    40.9091    203.6384
17.1717    41.4141    208.7150
17.1717    41.9192    213.8613
17.1717    42.4242    219.0725
17.1717    42.9293    224.3432
17.1717    43.4343    229.6673
17.1717    43.9394    235.0381
17.1717    44.4444    240.4483
17.1717    44.9495    245.8903
17.1717    45.4545    251.3555
17.1717    45.9596    256.8351
17.1717    46.4646    262.3198
17.1717    46.9697    267.7998
17.1717    47.4747    273.2649
17.1717    47.9798    278.7047
17.1717    48.4848    284.1088
17.1717    48.9899    289.4664
17.1717    49.4949    294.7670
17.1717    50.0000    300.0000
17.6768    0.0000    29.0000
17.6768    0.5051    29.5866
17.6768    1.0101    30.1828
17.6768    1.5152    30.7892
17.6768    2.0202    31.4067
17.6768    2.5253    32.0362
17.6768    3.0303    32.6784
17.6768    3.5354    33.3342
17.6768    4.0404    34.0046
17.6768    4.5455    34.6903
17.6768    5.0505    35.3924
17.6768    5.5556    36.1118
17.6768    6.0606    36.8494
17.6768    6.5657    37.6063
17.6768    7.0707    38.3836
17.6768    7.5758    39.1822
17.6768    8.0808    40.0032
17.6768    8.5859    40.8477
17.6768    9.0909    41.7170
17.6768    9.5960    42.6120
17.6768    10.1010    43.5341
17.6768    10.6061    44.4844
17.6768    11.1111    45.4641
17.6768    11.6162    46.4745
17.6768    12.1212    47.5169
17.6768    12.6263    48.5925
17.6768    13.1313    49.7028
17.6768    13.6364    50.8491
17.6768    14.1414    52.0327
17.6768    14.6465    53.2550
17.6768    15.1515    54.5175
17.6768    15.6566    55.8215
17.6768    16.1616    57.1686
17.6768    16.6667    58.5602
17.6768    17.1717    59.9978
17.6768    17.6768    61.4828
17.6768    18.1818    63.0169
17.6768    18.6869    64.6014
17.6768    19.1919    66.2380
17.6768    19.6970    67.9282
17.6768    20.2020    69.6736
17.6768    20.7071    71.4756
17.6768    21.2121    73.3358
17.6768    21.7172    75.2559
17.6768    22.2222    77.2372
17.6768    22.7273    79.2815
17.6768    23.2323    81.3902
17.6768    23.7374    83.5648
17.6768    24.2424    85.8069
17.6768    24.7475    88.1181
17.6768    25.2525    90.4997
17.6768    25.7576    92.9533
17.6768    26.2626    95.4803
17.6768    26.7677    98.0821
17.6768    27.2727    100.7603
17.6768    27.7778    103.5161
17.6768    28.2828    106.3508
17.6768    28.7879    109.2659
17.6768    29.2929    112.2625
17.6768    29.7980    115.3418
17.6768    30.3030    118.5050
17.6768    30.8081    121.7532
17.6768    31.3131    125.0873
17.6768    31.8182    128.5084
17.6768    32.3232    132.0172
17.6768    32.8283    135.6145
17.6768    33.3333    139.3008
17.6768    33.8384    143.0768
17.6768    34.3434    146.9427
17.6768    34.8485    150.8988
17.6768    35.3535    154.9450
17.6768    35.8586    159.0812
17.6768    36.3636    163.3070
17.6768    36.8687    167.6217
17.6768    37.3737    172.0245
17.6768    37.8788    176.5141
17.6768    38.3838    181.0891
17.6768    38.8889    185.7476
17.6768    39.3939    190.4873
17.6768    39.8990    195.3058
17.6768    40.4040    200.1999
17.6768    40.9091    205.1663
17.6768    41.4141    210.2008
17.6768    41.9192    215.2992
17.6768    42.4242    220.4564
17.6768    42.9293    225.6669
17.6768    43.4343    230.9248
17.6768    43.9394    236.2236
17.6768    44.4444    241.5562
17.6768    44.9495    246.9149
17.6768    45.4545    252.2919
17.6768    45.9596    257.6786
17.6768    46.4646    263.0661
17.6768    46.9697    268.4452
17.6768    47.4747    273.8064
17.6768    47.9798    279.1399
17.6768    48.4848    284.4359
17.6768    48.9899    289.6844
17.6768    49.4949    294.8757
17.6768    50.0000    300.0000
18.1818    0.0000    29.0000
18.1818    0.5051    29.5964
18.1818    1.0101    30.2026
18.1818    1.5152    30.8193
18.1818    2.0202    31.4473
18.1818    2.5253    32.0874
18.1818    3.0303    32.7406
18.1818    3.5354    33.4076
18.1818    4.0404    34.0894
18.1818    4.5455    34.7869
18.1818    5.0505    35.5011
18.1818    5.5556    36.2328
18.1818    6.0606    36.9832
18.1818    6.5657    37.7532
18.1818    7.0707    38.5439
18.1818    7.5758    39.3563
18.1818    8.0808    40.1916
18.1818    8.5859    41.0508
18.1818    9.0909    41.9351
18.1818    9.5960    42.8457
18.1818    10.1010    43.7837
18.1818    10.6061    44.7504
18.1818    11.1111    45.7471
18.1818    11.6162    46.7750
18.1818    12.1212    47.8354
18.1818    12.6263    48.9296
18.1818    13.1313    50.0590
18.1818    13.6364    51.2249
18.1818    14.1414    52.4287
18.1818    14.6465    53.6719
18.1818    15.1515    54.9558
18.1818    15.6566    56.2819
18.1818    16.1616    57.6517
18.1818    16.6667    59.0666
18.1818    17.1717    60.5281
18.1818    17.6768    62.0377
18.1818    18.1818    63.5969
18.1818    18.6869    65.2073
18.1818    19.1919    66.8704
18.1818    19.6970    68.5877
18.1818    20.2020    70.3607
18.1818    20.7071    72.1910
18.1818    21.2121    74.0801
18.1818    21.7172    76.0295
18.1818    22.2222    78.0408
18.1818    22.7273    80.1155
18.1818    23.2323    82.2551
18.1818    23.7374    84.4611
18.1818    24.2424    86.7349
18.1818    24.7475    89.0780
18.1818    25.2525    91.4919
18.1818    25.7576    93.9780
18.1818    26.2626    96.5376
18.1818    26.7677    99.1721
18.1818    27.2727    101.8829
18.1818    27.7778    104.6711
18.1818    28.2828    107.5381
18.1818    28.7879    110.4850
18.1818    29.2929    113.5129
18.1818    29.7980    116.6229
18.1818    30.3030    119.8161
18.1818    30.8081    123.0933
18.1818    31.3131    126.4554
18.1818    31.8182    129.9031
18.1818    32.3232    133.4371
18.1818    32.8283    137.0579
18.1818    33.3333    140.7660
18.1818    33.8384    144.5615
18.1818    34.3434    148.4447
18.1818    34.8485    152.4156
18.1818    35.3535    156.4737
18.1818    35.8586    160.6189
18.1818    36.3636    164.8503
18.1818    36.8687    169.1671
18.1818    37.3737    173.5682
18.1818    37.8788    178.0522
18.1818    38.3838    182.6171
18.1818    38.8889    187.2611
18.1818    39.3939    191.9817
18.1818    39.8990    196.7760
18.1818    40.4040    201.6409
18.1818    40.9091    206.5727
18.1818    41.4141    211.5674
18.1818    41.9192    216.6204
18.1818    42.4242    221.7268
18.1818    42.9293    226.8811
18.1818    43.4343    232.0774
18.1818    43.9394    237.3093
18.1818    44.4444    242.5699
18.1818    44.9495    247.8519
18.1818    45.4545    253.1476
18.1818    45.9596    258.4488
18.1818    46.4646    263.7472
18.1818    46.9697    269.0340
18.1818    47.4747    274.3001
18.1818    47.9798    279.5365
18.1818    48.4848    284.7339
18.1818    48.9899    289.8831
18.1818    49.4949    294.9748
18.1818    50.0000    300.0000
18.6869    0.0000    29.0000
18.6869    0.5051    29.6056
18.6869    1.0101    30.2212
18.6869    1.5152    30.8474
18.6869    2.0202    31.4852
18.6869    2.5253    32.1353
18.6869    3.0303    32.7987
18.6869    3.5354    33.4762
18.6869    4.0404    34.1687
18.6869    4.5455    34.8773
18.6869    5.0505    35.6027
18.6869    5.5556    36.3461
18.6869    6.0606    37.1084
18.6869    6.5657    37.8906
18.6869    7.0707    38.6939
18.6869    7.5758    39.5192
18.6869    8.0808    40.3678
18.6869    8.5859    41.2407
18.6869    9.0909    42.1391
18.6869    9.5960    43.0642
18.6869    10.1010    44.0172
18.6869    10.6061    44.9994
18.6869    11.1111    46.0119
18.6869    11.6162    47.0561
18.6869    12.1212    48.1334
18.6869    12.6263    49.2449
18.6869    13.1313    50.3922
18.6869    13.6364    51.5765
18.6869    14.1414    52.7993
18.6869    14.6465    54.0619
18.6869    15.1515    55.3659
18.6869    15.6566    56.7126
18.6869    16.1616    58.1035
18.6869    16.6667    59.5402
18.6869    17.1717    61.0240
18.6869    17.6768    62.5566
18.6869    18.1818    64.1394
18.6869    18.6869    65.7739
18.6869    19.1919    67.4616
18.6869    19.6970    69.2041
18.6869    20.2020    71.0030
18.6869    20.7071    72.8596
18.6869    21.2121    74.7756
18.6869    21.7172    76.7524
18.6869    22.2222    78.7916
18.6869    22.7273    80.8945
18.6869    23.2323    83.0628
18.6869    23.7374    85.2979
18.6869    24.2424    87.6011
18.6869    24.7475    89.9739
