0.002500 0.002500 0.002498 0.002494
0.002500 0.007500 0.002498 0.002493
0.002500 0.012500 0.002496 0.002492
0.002500 0.017500 0.002494 0.002490
0.002500 0.022500 0.002492 0.002488
0.002500 0.027500 0.002489 0.002484
0.002500 0.032500 0.002485 0.002481
0.002500 0.037500 0.002481 0.002476
0.002500 0.042500 0.002476 0.002472
0.002500 0.047500 0.002470 0.002466
0.002500 0.052500 0.002464 0.002460
0.002500 0.057500 0.002458 0.002453
0.002500 0.062500 0.002450 0.002446
0.002500 0.067500 0.002442 0.002438
0.002500 0.072500 0.002434 0.002429
0.002500 0.077500 0.002425 0.002420
0.002500 0.082500 0.002415 0.002410
0.002500 0.087500 0.002404 0.002400
0.002500 0.092500 0.002394 0.002389
0.002500 0.097500 0.002382 0.002378
0.002500 0.102500 0.002370 0.002366
0.002500 0.107500 0.002357 0.002353
0.002500 0.112500 0.002344 0.002340
0.002500 0.117500 0.002330 0.002326
0.002500 0.122500 0.002316 0.002311
0.002500 0.127500 0.002301 0.002296
0.002500 0.132500 0.002285 0.002281
0.002500 0.137500 0.002269 0.002265
0.002500 0.142500 0.002252 0.002248
0.002500 0.147500 0.002235 0.002231
0.002500 0.152500 0.002217 0.002213
0.002500 0.157500 0.002199 0.002195
0.002500 0.162500 0.002180 0.002176
0.002500 0.167500 0.002160 0.002156
0.002500 0.172500 0.002140 0.002136
0.002500 0.177500 0.002120 0.002116
0.002500 0.182500 0.002099 0.002095
0.002500 0.187500 0.002077 0.002073
0.002500 0.192500 0.002055 0.002051
0.002500 0.197500 0.002033 0.002029
0.002500 0.202500 0.002010 0.002006
0.002500 0.207500 0.001986 0.001982
0.002500 0.212500 0.001962 0.001958
0.002500 0.217500 0.001937 0.001934
0.002500 0.222500 0.001912 0.001909
0.002500 0.227500 0.001887 0.001883
0.002500 0.232500 0.001861 0.001858
0.002500 0.237500 0.001835 0.001831
0.002500 0.242500 0.001808 0.001804
0.002500 0.247500 0.001780 0.001777
0.002500 0.252500 0.001753 0.001749
0.002500 0.257500 0.001724 0.001721
0.002500 0.262500 0.001696 0.001693
0.002500 0.267500 0.001667 0.001664
0.002500 0.272500 0.001637 0.001634
0.002500 0.277500 0.001608 0.001605
0.002500 0.282500 0.001577 0.001574
0.002500 0.287500 0.001547 0.001544
0.002500 0.292500 0.001516 0.001513
0.002500 0.297500 0.001484 0.001482
0.002500 0.302500 0.001453 0.001450
0.002500 0.307500 0.001420 0.001418
0.002500 0.312500 0.001388 0.001385
0.002500 0.317500 0.001355 0.001353
0.002500 0.322500 0.001322 0.001320
0.002500 0.327500 0.001289 0.001286
0.002500 0.332500 0.001255 0.001253
0.002500 0.337500 0.001221 0.001218
0.002500 0.342500 0.001186 0.001184
0.002500 0.347500 0.001152 0.001150
0.002500 0.352500 0.001117 0.001115
0.002500 0.357500 0.001081 0.001079
0.002500 0.362500 0.001046 0.001044
0.002500 0.367500 0.001010 0.001008
0.002500 0.372500 0.000974 0.000972
0.002500 0.377500 0.000938 0.000936
0.002500 0.382500 0.000901 0.000900
0.002500 0.387500 0.000865 0.000863
0.002500 0.392500 0.000828 0.000826
0.002500 0.397500 0.000791 0.000789
0.002500 0.402500 0.000753 0.000752
0.002500 0.407500 0.000716 0.000715
0.002500 0.412500 0.000678 0.000677
0.002500 0.417500 0.000640 0.000639
0.002500 0.422500 0.000602 0.000601
0.002500 0.427500 0.000564 0.000563
0.002500 0.432500 0.000526 0.000525
0.002500 0.437500 0.000487 0.000487
0.002500 0.442500 0.000449 0.000448
0.002500 0.447500 0.000410 0.000409
0.002500 0.452500 0.000371 0.000371
0.002500 0.457500 0.000333 0.000332
0.002500 0.462500 0.000294 0.000293
0.002500 0.467500 0.000255 0.000254
0.002500 0.472500 0.000216 0.000215
0.002500 0.477500 0.000176 0.000176
0.002500 0.482500 0.000137 0.000137
0.002500 0.487500 0.000098 0.000098
0.002500 0.492500 0.000059 0.000059
0.002500 0.497500 0.000020 0.000020
0.007500 0.002500 0.007445 0.007444
0.007500 0.007500 0.007443 0.007442
0.007500 0.012500 0.007439 0.007438
0.007500 0.017500 0.007434 0.007433
0.007500 0.022500 0.007426 0.007425
0.007500 0.027500 0.007417 0.007416
0.007500 0.032500 0.007406 0.007405
0.007500 0.037500 0.007393 0.007392
0.007500 0.042500 0.007379 0.007377
0.007500 0.047500 0.007362 0.007361
0.007500 0.052500 0.007344 0.007343
0.007500 0.057500 0.007324 0.007323
0.007500 0.062500 0.007302 0.007301
0.007500 0.067500 0.007278 0.007277
0.007500 0.072500 0.007253 0.007252
0.007500 0.077500 0.007225 0.007224
0.007500 0.082500 0.007196 0.007195
0.007500 0.087500 0.007165 0.007164
0.007500 0.092500 0.007133 0.007132
0.007500 0.097500 0.007098 0.007097
0.007500 0.102500 0.007062 0.007061
0.007500 0.107500 0.007024 0.007023
0.007500 0.112500 0.006985 0.006984
0.007500 0.117500 0.006943 0.006942
0.007500 0.122500 0.006900 0.006899
0.007500 0.127500 0.006855 0.006855
0.007500 0.132500 0.006809 0.006808
