0.000000e+00 1.000000e+00 0.000000e+00 1.000000e+00 2.500000e+00
1.010101e-02 1.122641e-01 -1.090819e+00 8.838145e-02 1.968159e+00
2.020202e-02 2.508804e-01 -9.529702e-01 1.994727e-01 1.987727e+00
3.030303e-02 3.165013e-01 -7.843307e-01 2.558106e-01 2.020612e+00
4.040404e-02 3.663760e-01 -6.628027e-01 3.031099e-01 2.068298e+00
5.050505e-02 4.091146e-01 -5.637653e-01 3.464331e-01 2.116969e+00
6.060606e-02 4.478641e-01 -4.783909e-01 3.877217e-01 2.164282e+00
7.070707e-02 4.838780e-01 -4.026915e-01 4.276939e-01 2.209720e+00
8.080808e-02 5.176083e-01 -3.347419e-01 4.664757e-01 2.253034e+00
9.090909e-02 5.491043e-01 -2.736429e-01 5.038409e-01 2.293922e+00
1.010101e-01 5.781902e-01 -2.190520e-01 5.393298e-01 2.331974e+00
1.111111e-01 6.045688e-01 -1.709280e-01 5.723347e-01 2.366706e+00
1.212121e-01 6.279021e-01 -1.293611e-01 6.021879e-01 2.397618e+00
1.313131e-01 6.478906e-01 -9.443349e-02 6.282651e-01 2.424272e+00
1.414141e-01 6.643504e-01 -6.609799e-02 6.501010e-01 2.446378e+00
1.515152e-01 6.772799e-01 -4.408038e-02 6.674952e-01 2.463882e+00
1.616162e-01 6.868937e-01 -2.782745e-02 6.805765e-01 2.477008e+00
1.717172e-01 6.936099e-01 -1.652184e-02 6.897969e-01 2.486257e+00
1.818182e-01 6.979876e-01 -9.168096e-03 6.958472e-01 2.492334e+00
1.919192e-01 7.006334e-01 -4.726740e-03 6.995214e-01 2.496032e+00
2.020202e-01 7.021076e-01 -2.251565e-03 7.015754e-01 2.498105e+00
2.121212e-01 7.028612e-01 -9.856572e-04 7.026276e-01 2.499169e+00
2.222222e-01 7.032130e-01 -3.943383e-04 7.031193e-01 2.499667e+00
2.323232e-01 7.033619e-01 -1.428462e-04 7.033277e-01 2.499878e+00
2.424242e-01 7.034179e-01 -4.421859e-05 7.034059e-01 2.499958e+00
2.525253e-01 7.034326e-01 -2.509347e-06 7.034266e-01 2.499979e+00
2.626263e-01 7.034223e-01 3.532444e-05 7.034122e-01 2.499964e+00
2.727273e-01 7.033762e-01 1.184982e-04 7.033477e-01 2.499898e+00
2.828283e-01 7.032514e-01 3.297360e-04 7.031730e-01 2.499721e+00
2.929293e-01 7.029548e-01 8.285424e-04 7.027583e-01 2.499301e+00
3.030303e-01 7.023164e-01 1.901429e-03 7.018663e-01 2.498398e+00
3.131313e-01 7.010621e-01 4.008511e-03 7.001170e-01 2.496630e+00
3.232323e-01 6.988021e-01 7.804902e-03 6.969737e-01 2.493459e+00
3.333333e-01 6.950489e-01 1.411382e-02 6.917745e-01 2.488222e+00
3.434343e-01 6.892724e-01 2.384237e-02 6.838175e-01 2.480215e+00
3.535354e-01 6.809834e-01 3.785618e-02 6.724854e-01 2.468803e+00
3.636364e-01 6.698208e-01 5.685012e-02 6.573710e-01 2.453533e+00
3.737374e-01 6.556159e-01 8.125469e-02 6.383625e-01 2.434209e+00
3.838384e-01 6.384144e-01 1.112005e-01 6.156634e-01 2.410908e+00
3.939394e-01 6.184577e-01 1.465382e-01 5.897488e-01 2.383950e+00
4.040404e-01 5.961357e-01 1.868945e-01 5.612821e-01 2.353835e+00
4.141414e-01 5.719300e-01 2.317391e-01 5.310215e-01 2.321182e+00
4.242424e-01 5.463614e-01 2.804444e-01 4.997390e-01 2.286669e+00
4.343434e-01 5.199512e-01 3.323264e-01 4.681629e-01 2.250995e+00
4.444444e-01 4.931953e-01 3.866660e-01 4.369454e-01 2.214870e+00
4.545455e-01 4.665518e-01 4.427117e-01 4.066495e-01 2.179016e+00
4.646465e-01 4.404343e-01 4.996676e-01 3.777501e-01 2.144191e+00
4.747475e-01 4.152102e-01 5.566741e-01 3.506418e-01 2.111230e+00
4.848485e-01 3.911970e-01 6.127858e-01 3.256495e-01 2.081109e+00
4.949495e-01 3.686552e-01 6.669584e-01 3.030367e-01 2.055014e+00
5.050505e-01 3.477751e-01 7.180574e-01 2.830092e-01 2.034427e+00
5.151515e-01 3.286562e-01 7.649052e-01 2.657111e-01 2.021194e+00
5.252525e-01 3.112860e-01 8.063799e-01 2.512134e-01 2.017545e+00
5.353535e-01 2.955262e-01 8.415658e-01 2.394952e-01 2.026006e+00
5.454545e-01 2.811228e-01 8.699252e-01 2.304260e-01 2.049158e+00
5.555556e-01 2.677529e-01 8.914314e-01 2.237556e-01 2.089199e+00
5.656566e-01 2.551093e-01 9.065951e-01 2.191232e-01 2.147347e+00
5.757576e-01 2.429955e-01 9.163368e-01 2.160872e-01 2.223160e+00
5.858586e-01 2.313860e-01 9.217051e-01 2.141611e-01 2.313895e+00
