obs_vary_threads
155.75,8197.2,1764.04,287.0,25520.0,25520.0
183.286,14698.6,2974.69,406.0,59359.0,59359.0
154.5,24227.4,4969.08,282.0,101948.0,101948.0
160.577,10046.4,1755.06,258.0,32338.0,32338.0
192.269,68248.8,11169.1,438.0,320526.0,320526.0

177.565,19929.6,2920.9,376.0,115254.0,115254.0
159.783,9377.3,1476.57,599.0,25356.0,25356.0
159.533,13471.2,2061.2,270.0,57615.0,57615.0
151.967,14482.4,2170.34,335.0,85100.0,85100.0
161.763,13316.0,2068.17,355.0,60754.0,60754.0

143.718,11578.0,1812.96,255.0,55084.0,55084.0
166.678,14008.0,2172.66,364.0,74013.0,74013.0
157.0,14624.5,2284.57,304.0,93077.0,93077.0
152.932,8523.05,1365.99,341.0,31889.0,31889.0
152.078,16300.5,2544.43,585.0,116221.0,116221.0

166.826,14571.1,1836.89,516.0,81021.0,81021.0
150.06,19300.0,2396.38,377.0,143073.0,143073.0
156.656,14499.4,1819.58,512.0,77500.0,77500.0
142.313,11318.7,1548.15,591.0,70756.0,70756.0
145.757,14930.8,1993.88,608.0,126455.0,126455.0

