obs_vary_ratio
188.8,34787.2,17488.0,241.0,276875.0,276875.0
199.826,15681.6,7400.67,734.0,154569.0,154569.0
178.091,12596.0,6091.38,284.0,82575.0,82575.0
184.435,19849.9,9331.16,365.0,165038.0,165038.0
560.435,66430.1,31197.5,801.0,403025.0,403025.0

202.164,26140.8,7119.13,773.0,145866.0,145866.0
160.074,12548.3,3508.24,287.0,67182.0,67182.0
158.909,20784.9,5659.17,290.0,201846.0,201846.0
152.574,12340.5,3446.62,403.0,75637.0,75637.0
147.192,16712.2,4748.6,258.0,192213.0,192213.0

138.875,10866.4,1764.25,250.0,54081.0,54081.0
139.616,9994.75,1632.82,395.0,44570.0,44570.0
142.205,9548.5,1567.4,209.0,54159.0,54159.0
139.297,9784.85,1537.2,250.0,43655.0,43655.0
139.157,11853.5,1874.61,251.0,74434.0,74434.0

139.544,12860.0,1471.52,281.0,65895.0,65895.0
153.451,10430.0,1270.46,380.0,55976.0,55976.0
146.948,11885.2,1369.68,473.0,62113.0,62113.0
142.121,19055.8,2014.76,355.0,141680.0,141680.0
516.807,57871.4,6223.74,1098.0,326469.0,326469.0

530.047,38839.2,2450.3,1596.0,209886.0,209886.0
351.307,34112.0,2679.63,1099.0,215651.0,215651.0
377.055,31209.8,2372.7,1008.0,197126.0,197126.0
169.776,12009.5,1059.98,846.0,81551.0,81551.0
160.43,14963.9,1344.7,582.0,77405.0,77405.0

149.508,13179.0,941.574,467.0,61345.0,61345.0
173.391,15109.0,1051.96,6229.0,63772.0,63772.0
141.181,40828.7,2145.49,496.0,605514.0,605514.0
146.261,10351.1,764.736,431.0,55279.0,55279.0
154.063,14200.5,1023.81,493.0,64068.0,64068.0

